tipo;temp_aire_k;temp_proceso_k;velocidad_rpm;torque_nm;torque_predicho;residual;desgaste_min;nivel_desgaste;falla_maquina
L;302,9;311,2;1751;23,8;29,856844574622837;-6,056844574622836;196;Moderado (100-200 min);0
L;303,0;311,2;1383;44,6;47,68835950484638;-3,0883595048463803;198;Moderado (100-200 min);0
M;302,9;311,2;1330;53,7;50,242291257636886;3,457708742363117;200;Moderado (100-200 min);1
L;303,0;311,2;1382;50,5;47,7330301085679;2,7669698914320975;203;Alto (>200 min);0
L;303,0;311,2;1755;30,4;29,667648019990466;0,7323519800095326;205;Alto (>200 min);0
M;303,0;311,2;1614;35,7;36,494581597331475;-0,7945815973314723;207;Alto (>200 min);0
L;303,0;311,3;1466;43,0;43,648603298761394;-0,6486032987613939;210;Alto (>200 min);0
M;303,1;311,3;1847;24,7;25,20707458351234;-0,5070745835123418;212;Alto (>200 min);0
L;303,1;311,3;1474;34,8;43,26869864611107;-8,468698646111072;215;Alto (>200 min);0
L;303,1;311,3;1657;31,8;34,40475620057742;-2,604756200577416;217;Alto (>200 min);0
L;303,1;311,2;1435;40,1;45,16556946225405;-5,065569462254047;219;Alto (>200 min);0
H;303,1;311,3;1494;42,7;42,29561642093201;0,4043835790679964;221;Alto (>200 min);0
L;303,2;311,4;1238;54,6;54,68970933052556;-0,08970933052555807;226;Alto (>200 min);1
L;303,2;311,4;1324;54,2;50,52334396591426;3,6766560340857453;228;Alto (>200 min);1
L;303,2;311,4;1514;41,2;41,32040111247899;-0,12040111247898722;230;Alto (>200 min);0
L;303,3;311,4;1732;25,6;30,7727390383675;-5,172739038367499;232;Alto (>200 min);0
L;303,3;311,4;1497;46,0;42,15196380753017;3,848036192469827;234;Alto (>200 min);1
L;303,3;311,4;1958;21,5;20,00224113152757;1,497758868472431;0;Bajo (0-100 min);0
L;303,3;311,4;1630;32,5;35,885328462811664;-3,385328462811664;2;Bajo (0-100 min);0
M;303,3;311,4;1395;59,1;47,26455323197433;11,835446768025669;4;Bajo (0-100 min);0
L;303,3;311,4;1658;30,5;34,525568805226506;-4,025568805226506;7;Bajo (0-100 min);0
L;303,2;311,4;1349;51,1;49,47722976127599;1,6227702387240086;9;Bajo (0-100 min);1
L;303,1;311,2;1452;52,9;44,49861663806447;8,40138336193553;11;Bajo (0-100 min);0
M;303,1;311,1;1594;35,5;37,63140868885722;-2,1314086888572206;13;Bajo (0-100 min);0
M;303,1;311,0;1510;47,6;41,708319446706305;5,891680553293696;16;Bajo (0-100 min);0
L;303,1;311,1;1854;22,6;25,03545533562285;-2,435455335622848;19;Bajo (0-100 min);0
L;303,1;311,2;1626;32,3;36,06451901826695;-3,7645190182669523;21;Bajo (0-100 min);0
L;303,1;311,2;1628;35,2;35,96615854847501;-0,7661585484750049;23;Bajo (0-100 min);0
L;303,1;311,2;1679;34,8;33,49479522337177;1,30520477662823;25;Bajo (0-100 min);0
M;303,1;311,2;1489;44,5;42,69473165602407;1,805268343975932;27;Bajo (0-100 min);0
L;303,2;311,2;1439;43,9;45,12519073637859;-1,2251907363785932;30;Bajo (0-100 min);0
L;303,3;311,3;1350;48,1;49,433957301620886;-1,3339573016208846;32;Bajo (0-100 min);1
H;303,3;311,2;1607;31,7;36,99745693688714;-5,297456936887141;34;Bajo (0-100 min);0
L;303,3;311,3;1389;53,9;47,539979506941705;6,360020493058293;39;Bajo (0-100 min);0
M;303,3;311,3;1566;46,1;38,96660883960943;7,133391160390573;41;Bajo (0-100 min);0
M;303,4;311,4;1307;54,0;51,507490848695156;2,4925091513048443;44;Bajo (0-100 min);1
M;303,3;311,5;1569;36,6;38,79449196210037;-2,194491962100372;47;Bajo (0-100 min);0
H;303,3;311,4;1651;30,6;34,83225018971121;-4,232250189711209;50;Bajo (0-100 min);0
H;303,3;311,4;1692;27,9;32,842918346023055;-4,942918346023056;55;Bajo (0-100 min);0
M;303,3;311,5;1373;47,3;48,27673251580089;-0,9767325158008902;60;Bajo (0-100 min);1
L;303,2;311,4;1610;35,5;36,79677072894578;-1,2967707289457806;63;Bajo (0-100 min);0
L;303,3;311,4;1511;43,4;41,60098426980734;1,7990157301926573;65;Bajo (0-100 min);0
L;303,3;311,5;1412;55,6;46,382754721121714;9,217245278878288;67;Bajo (0-100 min);0
L;303,4;311,5;1501;36,2;42,08238587833994;-5,882385878339939;69;Bajo (0-100 min);0
L;303,4;311,5;1414;44,8;46,2941734518685;-1,4941734518685053;71;Bajo (0-100 min);0
H;303,5;311,5;1629;33,5;35,89179726685771;-2,391797266857708;73;Bajo (0-100 min);0
L;303,4;311,5;1879;21,3;23,769599404891157;-2,469599404891156;78;Bajo (0-100 min);0
H;303,5;311,6;1466;47,0;43,769241993008116;3,230758006991884;80;Bajo (0-100 min);0
H;303,6;311,7;1476;40,1;43,28131940234037;-3,181319402340371;85;Bajo (0-100 min);0
L;303,6;311,8;1695;30,7;32,66053079339424;-1,9605307933942377;90;Bajo (0-100 min);0
L;303,6;311,7;1491;39,8;42,54962872046672;-2,749628720466724;92;Bajo (0-100 min);0
M;303,6;311,8;1659;34,7;34,400955041819564;0,2990449581804384;94;Bajo (0-100 min);0
L;303,6;311,8;1567;31,7;38,85413415865354;-7,154134158653537;97;Bajo (0-100 min);0
L;303,6;311,8;1736;32,9;30,668192528923115;2,231807471076884;99;Bajo (0-100 min);0
M;303,6;311,8;1421;44,8;45,92170767410421;-1,121707674104215;101;Moderado (100-200 min);1
M;303,6;311,8;1627;30,8;35,94315514026952;-5,143155140269517;104;Moderado (100-200 min);0
M;303,5;311,6;1562;34,2;39,099800201500955;-4,899800201500952;107;Moderado (100-200 min);0
L;303,5;311,6;2183;17,0;9,023366342070627;7,976633657929373;110;Moderado (100-200 min);0
L;303,5;311,6;1577;38,1;38,36961273001879;-0,2696127300187854;112;Moderado (100-200 min);0
M;303,4;311,5;1560;36,4;39,19127449221796;-2,7912744922179584;114;Moderado (100-200 min);0
M;303,4;311,5;1483;43,0;42,91802416354847;0,08197583645152662;117;Moderado (100-200 min);0
L;303,5;311,5;1535;33,3;40,40876301447949;-7,108763014479493;120;Moderado (100-200 min);0
M;303,4;311,4;1606;29,6;36,968705363058376;-7,368705363058375;122;Moderado (100-200 min);0
M;303,4;311,5;1817;24,7;26,736849002105572;-2,0368490021055727;125;Moderado (100-200 min);0
L;303,4;311,5;1424;50,8;45,76704565870891;5,032954341291088;128;Moderado (100-200 min);0
L;303,3;311,6;1514;34,7;41,3845226857495;-6,684522685749499;130;Moderado (100-200 min);0
L;303,4;311,6;1449;41,7;44,54216281680322;-2,842162816803217;132;Moderado (100-200 min);0
M;303,5;311,6;1573;34,0;38,54679193451339;-4,5467919345133865;134;Moderado (100-200 min);0
L;303,4;311,6;1564;41,9;38,969112375298;2,9308876247019953;137;Moderado (100-200 min);0
L;303,5;311,6;1428;46,2;45,56518521506809;0,6348147849319119;139;Moderado (100-200 min);0
L;303,5;311,7;1620;31,0;36,25422442361541;-5,254224423615412;141;Moderado (100-200 min);0
H;303,5;311,7;1584;32,7;37,99615188243222;-5,29615188243222;143;Moderado (100-200 min);0
L;303,6;311,8;1222;66,8;55,5236795402502;11,276320459749797;148;Moderado (100-200 min);1
M;303,6;311,8;1432;42,5;45,35216409281033;-2,8521640928103267;150;Moderado (100-200 min);0
L;303,7;311,9;1561;33,3;39,10273777820664;-5,802737778206641;153;Moderado (100-200 min);0
L;303,6;311,8;1614;33,2;36,53439546138967;-3,3343954613896685;155;Moderado (100-200 min);0
L;303,5;311,7;1959;22,3;19,824893272105417;2,475106727894584;157;Moderado (100-200 min);0
L;303,5;311,8;1944;23,5;20,538658828600433;2,9613411713995674;159;Moderado (100-200 min);0
L;303,4;311,7;1793;25,8;27,849756970630473;-2,0497569706304724;161;Moderado (100-200 min);0
M;303,4;311,6;1446;50,0;44,66414894483591;5,335851055164092;163;Moderado (100-200 min);0
L;303,4;311,7;1673;32,2;33,657434508679415;-1,4574345086794125;166;Moderado (100-200 min);0
M;303,4;311,7;1515;44,2;41,30765479092434;2,892345209075664;168;Moderado (100-200 min);0
L;303,4;311,8;1564;35,9;38,921236441408865;-3,021236441408867;171;Moderado (100-200 min);0
L;303,5;311,8;1451;45,2;44,40345079807365;0,7965492019263536;173;Moderado (100-200 min);0
H;303,4;311,8;1693;28,3;32,67093678929617;-4,37093678929617;175;Moderado (100-200 min);0
L;303,4;311,7;1476;42,3;43,187352086884424;-0,8873520868844267;180;Moderado (100-200 min);0
L;303,4;311,6;1712;30,1;31,767852945855513;-1,6678529458555111;182;Moderado (100-200 min);0
M;303,4;311,6;1425;45,4;45,66536645943016;-0,2653664594301617;184;Moderado (100-200 min);0
L;303,3;311,6;1337;56,8;49,913548646532995;6,886451353467002;187;Moderado (100-200 min);1
M;303,4;311,7;1690;34,9;32,81686088427343;2,083139115726567;189;Moderado (100-200 min);0
M;303,4;311,7;1353;44,1;49,13505427766387;-5,035054277663868;192;Moderado (100-200 min);1
L;303,5;311,8;1927;21,9;21,334887746457632;0,5651122535423667;195;Moderado (100-200 min);0
M;303,4;311,8;1391;42,7;47,27984764445944;-4,579847644459434;197;Moderado (100-200 min);0
L;303,4;311,8;1366;50,9;48,48830857137797;2,411691428622028;200;Moderado (100-200 min);1
L;303,4;311,9;1771;31,6;28,862049653776204;2,7379503462237977;202;Alto (>200 min);0
M;303,4;311,8;1515;42,6;41,26943632526067;1,3305636747393308;204;Alto (>200 min);0
M;303,4;311,8;2133;18,3;11,338288354931034;6,9617116450689664;207;Alto (>200 min);0
M;303,4;311,8;1341;47,0;49,691508261926316;-2,691508261926316;210;Alto (>200 min);1
L;303,4;311,7;1406;47,1;46,55255319444107;0,5474468055589341;213;Alto (>200 min);0
L;303,4;311,8;1306;61,0;51,38275227545567;9,617247724544328;215;Alto (>200 min);1
L;303,3;311,7;1508;35,5;41,59854413330437;-6,098544133304372;217;Alto (>200 min);0
L;303,3;311,6;1301;45,1;51,63292794947755;-6,532927949477546;219;Alto (>200 min);1
L;303,3;311,7;1539;38,5;40,09425019181426;-1,594250191814261;221;Alto (>200 min);0
L;303,3;311,6;1484;44,6;42,767482293552405;1,8325177064475966;223;Alto (>200 min);0
L;303,2;311,5;1507;39,2;41,65199886774235;-2,451998867742347;225;Alto (>200 min);0
L;303,2;311,5;1544;42,5;39,85863635844234;2,6413636415576605;227;Alto (>200 min);0
L;303,2;311,5;1513;37,9;41,53053825858292;-3,6305382585829236;0;Bajo (0-100 min);0
M;303,2;311,5;1336;58,2;50,100902505132225;8,099097494867777;2;Bajo (0-100 min);1
M;303,2;311,4;2102;19,0;13,013478017785445;5,986521982214555;5;Bajo (0-100 min);0
L;303,2;311,4;1351;53,8;49,38112410707127;4,418875892928725;8;Bajo (0-100 min);1
L;303,3;311,5;1601;35,2;37,27258520393545;-2,0725852039354464;10;Bajo (0-100 min);0
L;303,2;311,3;1393;52,9;47,35527591749558;5,544724082504416;12;Bajo (0-100 min);0
L;303,3;311,3;1592;33,7;37,72775780768848;-4,027757807688474;14;Bajo (0-100 min);0
L;303,3;311,3;1409;51,8;46,58869383243916;5,211306167560835;16;Bajo (0-100 min);0
L;303,3;311,3;1393;47,4;47,36204869725136;0,03795130274863823;18;Bajo (0-100 min);0
H;303,2;311,2;1475;43,1;43,389276119127715;-0,2892761191277131;20;Bajo (0-100 min);0
L;303,2;311,2;1427;45,6;45,71009231876006;-0,11009231876005998;25;Bajo (0-100 min);0
L;303,3;311,2;1763;27,3;29,447851940021383;-2,1478519400213827;27;Bajo (0-100 min);0
L;303,2;311,2;1363;46,7;48,80651819879184;-2,1065181987918393;29;Bajo (0-100 min);1
L;303,2;311,2;1404;50,9;46,819441170690915;4,0805588293090835;31;Bajo (0-100 min);0
M;303,2;311,2;1688;31,9;33,06420712543398;-1,1642071254339825;33;Bajo (0-100 min);0
L;303,3;311,4;1510;37,3;41,671209450184094;-4,371209450184097;36;Bajo (0-100 min);0
H;303,3;311,3;1502;39,5;42,068295956011404;-2,5682959560114043;38;Bajo (0-100 min);0
H;303,2;311,4;1607;36,6;36,95708872196131;-0,35708872196131125;43;Bajo (0-100 min);0
M;303,3;311,5;1384;54,8;47,75303685144726;7,046963148552734;48;Bajo (0-100 min);0
L;303,4;311,7;1295;51,3;52,04989113287685;-0,7498911328768543;51;Bajo (0-100 min);1
H;303,4;311,7;1991;19,0;18,342061651124983;0,6579383488750175;53;Bajo (0-100 min);0
L;303,4;311,6;1497;42,8;42,27320737567706;0,5267926243229368;58;Bajo (0-100 min);0
L;303,5;311,6;1465;48,7;43,83270272662318;4,8672972733768205;60;Bajo (0-100 min);0
L;303,5;311,6;1361;46,5;48,867777005055665;-2,3677770050556646;62;Bajo (0-100 min);1
L;303,6;311,7;1546;38,5;39,90709903243483;-1,4070990324348287;64;Bajo (0-100 min);0
H;303,7;311,9;1332;52,7;50,25828363158897;2,4417163684110363;66;Bajo (0-100 min);1
M;303,7;312,0;2663;11,4;-14,21514120401342;25,61514120401342;71;Bajo (0-100 min);1
L;303,7;312,1;1443;45,9;44,854371536063525;1,045628463936474;74;Bajo (0-100 min);0
M;303,7;312,0;1402;48,6;46,84960282199845;1,750397178001549;76;Bajo (0-100 min);0
L;303,7;312,0;1892;22,5;23,11731945329831;-0,6173194532983111;79;Bajo (0-100 min);0
M;303,6;312,0;1645;35,7;35,06640536793352;0,6335946320664831;81;Bajo (0-100 min);0
L;303,6;311,9;1473;50,1;43,405035539402895;6,694964460597106;84;Bajo (0-100 min);0
L;303,6;312,0;1309;52,9;51,33466692123224;1,5653330787677575;86;Bajo (0-100 min);1
H;303,6;311,9;1544;37,1;39,963596409903566;-2,8635964099035647;88;Bajo (0-100 min);0
L;303,5;311,9;1344;49,3;49,63428191304071;-0,3342819130407122;93;Bajo (0-100 min);1
M;303,6;311,9;1617;36,0;36,42304520541655;-0,42304520541654966;95;Bajo (0-100 min);0
M;303,6;312,0;1435;37,9;45,2236403166543;-7,3236403166542985;98;Bajo (0-100 min);0
L;303,6;312,0;1391;50,3;47,35224520787721;2,9477547921227867;101;Moderado (100-200 min);0
L;303,6;312,0;1827;23,3;26,23585944818526;-2,9358594481852585;103;Moderado (100-200 min);0
L;303,5;312,0;1761;25,8;29,419363387078754;-3,619363387078753;105;Moderado (100-200 min);0
L;303,5;312,1;1522;36,4;40,981141996425386;-4,581141996425387;107;Moderado (100-200 min);0
M;303,5;312,2;1818;23,6;26,633603716148734;-3,0336037161487326;109;Moderado (100-200 min);0
H;303,6;312,2;1371;54,6;48,29022878749474;6,309771212505261;112;Moderado (100-200 min);1
L;303,7;312,3;1511;38,9;41,50658433579704;-2,606584335797038;117;Moderado (100-200 min);0
L;303,7;312,4;1404;46,6;46,67578382471326;-0,0757838247132554;119;Moderado (100-200 min);0
L;303,7;312,3;1384;45,9;47,65401388694333;-1,7540138869433335;121;Moderado (100-200 min);0
L;303,8;312,5;1368;52,6;48,41632980545185;4,183670194548149;123;Moderado (100-200 min);0
L;303,7;312,5;1641;36,0;35,18252827596723;0,8174717240327709;125;Moderado (100-200 min);0
L;303,9;312,6;1642;32,3;35,14400057911901;-2,8440005791190117;127;Moderado (100-200 min);0
H;303,9;312,7;1401;50,0;46,80263644786611;3,1973635521338934;129;Moderado (100-200 min);0
L;303,8;312,6;1577;41,3;38,275317862333566;3,0246821376664315;134;Moderado (100-200 min);0
L;303,7;312,6;1396;44,1;47,028114216753565;-2,9281142167535634;136;Moderado (100-200 min);0
H;303,7;312,6;1514;35,5;41,312032701734886;-5,812032701734886;138;Moderado (100-200 min);0
L;303,8;312,8;1646;35,8;34,90465660902207;0,8953433909779278;143;Moderado (100-200 min);0
L;303,8;312,8;1443;40,7;44,73416522777737;-4,034165227777365;145;Moderado (100-200 min);0
M;303,7;312,7;1469;48,5;43,47339591286662;5,026604087133379;147;Moderado (100-200 min);0
H;303,7;312,7;1564;40,2;38,87042127575751;1,329578724242495;150;Moderado (100-200 min);0
H;303,6;312,6;1498;40,2;42,062831077680734;-1,862831077680731;155;Moderado (100-200 min);0
L;303,6;312,6;1699;27,9;32,324918481955706;-4,424918481955707;160;Moderado (100-200 min);0
L;303,6;312,5;1431;49,0;45,313448709842945;3,6865512901570554;162;Moderado (100-200 min);0
L;303,5;312,4;1390;47,3;47,29739758484764;0,002602415152360038;164;Moderado (100-200 min);0
L;303,5;312,5;1380;46,1;47,7690199928415;-1,6690199928414984;166;Moderado (100-200 min);0
L;303,5;312,5;1457;46,4;44,03851229553227;2,361487704467727;168;Moderado (100-200 min);0
L;303,5;312,5;1418;42,2;45,92572564344977;-3,7257256434497705;170;Moderado (100-200 min);0
M;303,5;312,5;1353;51,0;49,07208336357327;1,9279166364267297;172;Moderado (100-200 min);0
L;303,5;312,4;1574;32,7;38,37826206285207;-5,67826206285207;175;Moderado (100-200 min);0
M;303,5;312,4;1318;54,2;50,77448805571958;3,425511944280423;177;Moderado (100-200 min);0
L;303,6;312,5;1710;31,4;31,788332129955293;-0,38833212995529465;180;Moderado (100-200 min);0
L;303,7;312,6;1621;38,8;36,09709869519758;2,702901304802417;182;Moderado (100-200 min);0
L;303,6;312,6;1606;33,6;36,81074251937933;-3,2107425193793304;184;Moderado (100-200 min);0
H;303,6;312,5;1375;54,0;48,00741344835804;5,992586551641963;186;Moderado (100-200 min);0
L;303,5;312,4;1503;36,5;41,80466908843656;-5,304669088436562;191;Moderado (100-200 min);0
L;303,5;312,3;1404;48,6;46,60876089698485;1,991239103015154;193;Moderado (100-200 min);0
L;303,4;312,2;1656;32,7;34,40312126982202;-1,7031212698220202;195;Moderado (100-200 min);0
M;303,4;312,1;1499;39,4;42,016073600983674;-2,6160736009836754;197;Moderado (100-200 min);0
M;303,4;312,0;1748;28,4;29,96625066865603;-1,566250668656032;200;Moderado (100-200 min);0
L;303,4;311,9;1531;37,9;40,48416917663577;-2,5841691766357684;203;Alto (>200 min);0
M;303,3;311,8;1536;40,6;40,240401085429866;0,35959891457013526;205;Alto (>200 min);0
L;303,4;311,8;1401;53,0;46,78729369030397;6,212706309696031;208;Alto (>200 min);1
H;303,4;311,9;1534;33,2;40,33362205116489;-7,133622051164885;210;Alto (>200 min);0
L;303,4;312,0;1521;35,9;40,948275532672206;-5,048275532672207;215;Alto (>200 min);1
L;303,5;312,1;1674;30,8;33,700412037934754;-2,9004120379347533;0;Bajo (0-100 min);0
M;303,6;312,1;1967;20,9;19,520602736305975;1,379397263694024;2;Bajo (0-100 min);0
L;303,6;312,2;1696;30,7;32,631345890864246;-1,9313458908642467;5;Bajo (0-100 min);0
M;303,6;312,1;1627;32,5;35,98257880840562;-3,48257880840562;7;Bajo (0-100 min);0
L;303,5;311,9;1405;45,6;46,74251873257324;-1,1425187325732367;10;Bajo (0-100 min);0
L;303,5;311,9;1565;38,9;38,99243477014489;-0,09243477014489088;12;Bajo (0-100 min);0
L;303,5;311,9;1493;38,7;42,477792898169994;-3,7777928981699915;14;Bajo (0-100 min);0
L;303,4;311,8;1499;45,0;42,185596177263854;2,8144038227361463;16;Bajo (0-100 min);0
L;303,3;311,8;1692;30,6;32,826085023797674;-2,2260850237976726;18;Bajo (0-100 min);0
L;303,4;311,8;2268;15,8;4,940973517003677;10,859026482996324;20;Bajo (0-100 min);0
L;303,4;311,8;1438;58,9;45,13523295780346;13,764767042196539;22;Bajo (0-100 min);0
L;303,5;311,9;1515;39,2;41,40484699280751;-2,2048469928075036;24;Bajo (0-100 min);0
L;303,4;311,9;1491;38,2;42,554348484291324;-4,354348484291322;26;Bajo (0-100 min);0
L;303,5;312,0;1756;29,7;29,71938013565204;-0,01938013565204244;28;Bajo (0-100 min);0
L;303,5;312,0;1366;54,5;48,60504250835042;5,894957491649578;30;Bajo (0-100 min);1
L;303,5;312,0;1436;45,1;45,21353521894281;-0,1135352189428076;32;Bajo (0-100 min);0
L;303,4;311,9;1377;41,6;48,069199428551656;-6,469199428551654;34;Bajo (0-100 min);1
M;303,4;311,9;1510;42,2;41,62668846802952;0,5733115319704822;36;Bajo (0-100 min);0
M;303,4;311,9;1419;50,9;46,03143895516327;4,868561044836731;39;Bajo (0-100 min);0
L;303,3;311,8;1315;62,0;51,065639896086736;10,934360103913264;42;Bajo (0-100 min);1
H;303,3;311,8;1806;27,7;27,28567950288211;0,4143204971178882;44;Bajo (0-100 min);0
H;303,3;311,8;1649;29,4;34,88521633983958;-5,485216339839582;49;Bajo (0-100 min);0
H;303,4;311,9;1402;50,0;46,84345158213105;3,1565484178689474;54;Bajo (0-100 min);0
L;303,4;311,9;1298;63,9;51,876271044976306;12,023728955023692;59;Bajo (0-100 min);1
M;303,3;311,8;1441;44,9;44,949352055138604;-0,04935205513860552;61;Bajo (0-100 min);0
M;303,3;311,8;1489;49,4;42,62252301394032;6,777476986059682;64;Bajo (0-100 min);0
L;303,3;311,8;1842;24,5;25,524961914171747;-1,0249619141717474;67;Bajo (0-100 min);0
M;303,4;311,8;1316;50,9;51,008200337031695;-0,10820033703169685;69;Bajo (0-100 min);1
M;303,3;311,8;1583;33,3;38,064218980552724;-4,764218980552727;72;Bajo (0-100 min);0
M;303,3;311,8;1548;33,5;39,75696620447356;-6,256966204473557;75;Bajo (0-100 min);0
L;303,4;311,9;1434;44,6;45,275696907025875;-0,6756969070258734;78;Bajo (0-100 min);0
H;303,5;312,0;1397;52,9;47,066174727856186;5,833825272143812;80;Bajo (0-100 min);0
M;303,5;312,0;1475;42,9;43,284983585259496;-0,38498358525949783;85;Bajo (0-100 min);0
L;303,5;312,0;1441;56,8;44,92930217948011;11,870697820519887;88;Bajo (0-100 min);0
L;303,7;312,1;1363;51,8;48,716636228950094;3,0833637710499033;90;Bajo (0-100 min);1
L;303,7;312,2;1619;34,9;36,30624313668266;-1,4062431366826615;92;Bajo (0-100 min);0
L;303,7;312,2;1487;34,0;42,697319046721596;-8,697319046721596;94;Bajo (0-100 min);0
L;303,7;312,2;1568;33,8;38,77309683061144;-4,973096830611446;96;Bajo (0-100 min);0
L;303,7;312,3;1375;46,2;48,107158473747475;-1,9071584737474723;98;Bajo (0-100 min);0
M;303,6;312,3;1698;31,3;32,451925459251335;-1,1519254592513342;100;Bajo (0-100 min);0
L;303,7;312,3;1606;37,4;36,916386987015535;0,48361301298446335;103;Moderado (100-200 min);0
L;303,7;312,3;1349;51,0;49,361041609583275;1,6389583904167253;105;Moderado (100-200 min);0
L;303,7;312,4;1535;38,6;40,34065259633197;-1,7406525963319694;107;Moderado (100-200 min);0
M;303,6;312,4;1504;49,5;41,82915449571741;7,670845504282589;109;Moderado (100-200 min);0
L;303,5;312,3;1946;21,1;20,421323620315054;0,6786763796849478;112;Moderado (100-200 min);0
L;303,5;312,1;1326;55,7;50,46789218130036;5,232107818699646;114;Moderado (100-200 min);0
M;303,6;312,3;1915;22,3;21,930887131169456;0,3691128688305447;116;Moderado (100-200 min);0
L;303,6;312,3;1451;43,4;44,399516496489156;-0,9995164964891572;119;Moderado (100-200 min);0
M;303,5;312,3;1624;34,8;36,008577937027574;-1,2085779370275773;121;Moderado (100-200 min);0
L;303,6;312,4;1781;28,7;28,403149990817447;0,29685000918255255;124;Moderado (100-200 min);0
L;303,6;312,5;1345;54,1;49,50536865110947;4,59463134889053;126;Moderado (100-200 min);0
L;303,6;312,4;1418;46,0;45,97973615121813;0,02026384878187315;128;Moderado (100-200 min);0
L;303,7;312,4;1718;26,5;31,460926441687732;-4,960926441687732;130;Moderado (100-200 min);0
M;303,7;312,4;1631;28,5;35,6727140152163;-7,1727140152163;132;Moderado (100-200 min);0
L;303,7;312,4;1513;40,1;41,38503750425627;-1,285037504256266;135;Moderado (100-200 min);0
L;303,7;312,4;1316;59,3;50,923974344810176;8,376025655189821;137;Moderado (100-200 min);0
M;303,7;312,4;1474;38,8;43,270747641782286;-4,470747641782289;139;Moderado (100-200 min);0
L;303,8;312,5;1619;30,9;36,246463251974916;-5,346463251974917;142;Moderado (100-200 min);0
L;303,7;312,4;1702;31,2;32,22526204415104;-1,025262044151038;144;Moderado (100-200 min);0
M;303,7;312,4;1540;37,4;40,06919684519688;-2,669196845196879;146;Moderado (100-200 min);0
M;303,7;312,4;1546;33,7;39,776370251408274;-6,076370251408271;149;Moderado (100-200 min);0
L;303,7;312,4;1348;51,0;49,36298411646668;1,6370158835333228;152;Moderado (100-200 min);0
H;303,7;312,5;1520;35,6;41,0205959190186;-5,420595919018595;154;Moderado (100-200 min);0
M;303,8;312,6;1527;41,9;40,67795921745154;1,2220407825484614;159;Moderado (100-200 min);0
M;303,8;312,6;1406;47,1;46,535568595592196;0,5644314044078058;162;Moderado (100-200 min);0
L;303,7;312,5;1462;46,2;43,8211887844788;2,3788112155212033;165;Moderado (100-200 min);0
M;303,8;312,6;1684;29,3;33,06865151294942;-3,768651512949422;167;Moderado (100-200 min);0
H;303,8;312,5;1655;28,0;34,48198763728584;-6,48198763728584;170;Moderado (100-200 min);0
H;303,8;312,5;1748;25,1;29,9743670491857;-4,8743670491857;175;Moderado (100-200 min);0
L;303,8;312,5;1372;45,7;48,179773790493634;-2,4797737904936312;180;Moderado (100-200 min);0
L;303,7;312,5;1481;33,3;42,88826753184681;-9,58826753184681;182;Moderado (100-200 min);0
L;303,7;312,4;1512;39,2;41,39663747936514;-2,196637479365137;184;Moderado (100-200 min);0
L;303,7;312,5;1632;36,6;35,57253802632904;1,0274619736709596;186;Moderado (100-200 min);0
L;303,7;312,4;1525;43,9;40,764058872479175;3,135941127520823;188;Moderado (100-200 min);0
M;303,7;312,3;1756;26,4;29,586702879951414;-3,186702879951415;190;Moderado (100-200 min);0
L;303,7;312,3;1922;23,1;21,545295534125938;1,5547044658740639;193;Moderado (100-200 min);0
M;303,8;312,5;1448;44,3;44,48792385533999;-0,18792385533999578;195;Moderado (100-200 min);0
H;303,8;312,5;1447;46,6;44,534097669453;2,0659023305470043;198;Moderado (100-200 min);0
M;303,8;312,4;1597;33,4;37,27720586705668;-3,8772058670566807;203;Alto (>200 min);0
M;303,7;312,4;1642;32,3;35,084380304028855;-2,7843803040288577;206;Alto (>200 min);0
H;303,8;312,5;1525;38,0;40,74839689568186;-2,748396895681857;209;Alto (>200 min);0
H;303,6;312,4;1460;53,7;43,88109565697464;9,818904343025366;214;Alto (>200 min);0
L;303,6;312,3;2168;17,7;9,601028481849731;8,098971518150268;219;Alto (>200 min);0
L;303,6;312,4;1388;41,9;47,36269575902104;-5,462695759021038;221;Alto (>200 min);0
M;303,6;312,3;1630;32,4;35,65262483979074;-3,252624839790741;223;Alto (>200 min);0
L;303,6;312,3;1616;29,3;36,32837084000674;-7,02837084000674;226;Alto (>200 min);0
L;303,6;312,4;2232;16,8;6,655037040285528;10,144962959714473;0;Bajo (0-100 min);0
H;303,6;312,4;1480;50,7;43,07186336446733;7,62813663553267;2;Bajo (0-100 min);0
L;303,6;312,4;1363;53,1;48,734255013415584;4,365744986584417;7;Bajo (0-100 min);0
H;303,6;312,4;1436;45,6;45,19746183490728;0,40253816509272156;9;Bajo (0-100 min);0
M;303,6;312,5;1607;33,7;36,9012474515722;-3,2012474515722005;14;Bajo (0-100 min);0
M;303,6;312,5;1459;48,2;44,06642983161908;4,1335701683809205;17;Bajo (0-100 min);0
L;303,5;312,4;1481;43,7;42,998623430313515;0,701376569686488;20;Bajo (0-100 min);0
M;303,5;312,4;1606;31,7;36,94354150739323;-5,243541507393228;22;Bajo (0-100 min);0
L;303,5;312,3;1681;29,8;33,32030014290567;-3,520300142905672;25;Bajo (0-100 min);0
L;303,5;312,2;1511;37,1;41,56282466017032;-4,46282466017032;27;Bajo (0-100 min);0
M;303,5;312,3;1593;35,2;37,57901313574298;-2,37901313574298;29;Bajo (0-100 min);0
M;303,5;312,3;1532;41,7;40,53090473186982;1,1690952681301852;32;Bajo (0-100 min);0
